node,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,raw_in_degree,raw_out_degree,raw_total_degree
wsvn.com,0.006256517205422315,0.006256517205422315,0.0,0.0,0.20707443269278514,0.041271714447673254,0.0006304692724208821,6,0,6
wusa9.com,0.02085505735140772,0.004171011470281543,0.016684045881126174,0.003571737127465588,0.17973000445313558,0.009892958476614012,0.0005382167881830128,4,16,20
abcnews.go.com,0.01042752867570386,0.006256517205422315,0.004171011470281543,0.002066926915436146,0.20937261237182575,0.039807791517541276,0.0008881184878311018,6,4,10
thejakartapost.com,0.008342022940563087,0.004171011470281543,0.004171011470281543,0.0005993860406690958,0.19290594072265368,0.022208755895824616,0.001093904085930629,4,4,8
chinapost.com.tw,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.17201594487929145,0.007515128731316001,0.0004120503506435148,1,0,1
feeds.washingtonpost.com,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.0003383692063425402,0.18141422136233498,0.014433542169507863,0.0005721811938320187,3,3,6
belfasttelegraph.co.uk,0.03858185610010428,0.006256517205422315,0.03232533889468196,0.003738482801098917,0.19449791655208354,0.03149725423564528,0.0011786307110253865,6,31,37
sundaysun.co.uk,0.008342022940563087,0.006256517205422315,0.0020855057351407717,1.2919085010533785e-05,0.1876969564290611,0.026213602695773674,0.000593823707116024,6,2,8
examiner.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18750272018577474,0.02357370079723927,0.00044359634184430307,5,0,5
buckinghamshireadvertiser.co.uk,0.006256517205422315,0.006256517205422315,0.0,0.0,0.19545860691066558,0.03191148087321971,0.00055992432710116,6,0,6
birminghammail.net,0.006256517205422315,0.00521376433785193,0.0010427528675703858,6.300262769213319e-05,0.1871773803282655,0.02357370079723927,0.00044359634184430307,5,1,6
thevelvethottub.com,0.026068821689259645,0.009384775808133473,0.016684045881126174,0.0054013137958620425,0.21282516428372866,0.060949955175716004,0.0012583729595427363,9,16,25
960werc.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,0.0005653523078310515,0.19242658623736492,0.022961684276510786,0.0013095003890765517,4,1,5
600wrec.com,0.008342022940563087,0.008342022940563087,0.0,0.0,0.20504352539364806,0.04423442854021205,0.0013292304079541677,8,0,8
eurweb.com,0.014598540145985401,0.006256517205422315,0.008342022940563087,0.0015095349019634934,0.2000242411183236,0.03663453813639393,0.0009672619369234775,6,8,14
taipeitimes.com,0.014598540145985401,0.011470281543274244,0.0031282586027111575,0.001631634583076196,0.22197612343597747,0.07357925178108932,0.0019235371341629428,11,3,14
couriermail.news.com.au,0.006256517205422315,0.006256517205422315,0.0,0.0,0.1964475554096715,0.03575487914801443,0.0010880783035448532,6,0,6
nytimes.com,0.035453597497393116,0.009384775808133473,0.026068821689259645,0.013328724634774653,0.21265817710108154,0.049457811110566935,0.0022575233650396083,9,25,34
tuscaloosanews.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.00022669444947156727,0.17795984682556037,0.011909900915640467,0.0007908497836678444,3,2,5
elections.foxnews.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.0005437193084983962,0.18691920463126102,0.014863324422099011,0.0007482050776635105,3,2,5
clipmarks.com,0.03649635036496351,0.018769551616266946,0.017726798748696558,0.01280573481812343,0.2287197018694755,0.08817962234999803,0.002886505834796694,18,17,35
allvoices.com,0.01251303441084463,0.008342022940563087,0.004171011470281543,0.0020777067782021346,0.2050172819329262,0.03421808269845712,0.0011792923660280726,8,4,12
topnews.in,0.05005213764337852,0.01251303441084463,0.03753910323253389,0.015883307374693123,0.2160485027623184,0.0554243836782739,0.002059079549366645,12,36,48
abc.es,0.014598540145985401,0.0072992700729927005,0.0072992700729927005,0.004622395794092765,0.1769721493407303,0.013261200502071297,0.0014907071619752682,7,7,14
cbs2.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.2065237028186022,0.035670575255055986,0.0004281995990961219,4,0,4
newsvine.com,0.029197080291970802,0.013555787278415016,0.01564129301355579,0.007517397551494627,0.2185748763833294,0.07065342979062852,0.0015334477707871345,13,15,28
feeds.feedblitz.com,0.01564129301355579,0.004171011470281543,0.011470281543274244,0.003815331333387389,0.20046808189003584,0.030960794630519702,0.0016790668403637464,4,11,15
alternet.org,0.026068821689259645,0.014598540145985401,0.011470281543274244,0.007922679702081725,0.2239015668858558,0.06919253465896887,0.003149963315519099,14,11,25
kansas.com,0.0072992700729927005,0.0031282586027111575,0.004171011470281543,0.0008273415785093437,0.1845015974917144,0.014916539555591066,0.0008627533506641831,3,4,7
elecodiario.es,0.01042752867570386,0.006256517205422315,0.004171011470281543,0.00048608369351692623,0.18068856447688564,0.016183747189103814,0.0015644374193333503,6,4,10
toledoblade.com,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,0.00038964524029678983,0.19242658623736492,0.022360135612402254,0.000994807539459509,5,2,7
dailymail.com,0.0072992700729927005,0.0031282586027111575,0.004171011470281543,0.0004630555262971479,0.17889956878899568,0.015382838956062812,0.0005092884367029438,3,4,7
dprogram.net,0.016684045881126174,0.01251303441084463,0.004171011470281543,0.0036747964139079896,0.20896904141505662,0.054137556379704584,0.0030701040952296494,12,4,16
sott.net,0.059436913451511995,0.022940563086548488,0.03649635036496351,0.02935914719729828,0.23785243239607587,0.11223600751740594,0.005618637874712677,22,35,57
sacbee.com,0.03649635036496351,0.014598540145985401,0.021897810218978103,0.01063849823892735,0.22455082577906255,0.06906913380771428,0.0025907848553944125,14,21,35
cedarcreekvoice.wordpress.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,9.34333365777887e-05,0.19140737762381954,0.021140279773345306,0.0003912655281718023,3,1,4
wcbstv.com,0.01042752867570386,0.00521376433785193,0.00521376433785193,0.0009930701120687768,0.21075649044737826,0.04045476885283334,0.001108286582019673,5,5,10
sportsillustrated.cnn.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,8.039665622869293e-05,0.1915426478553558,0.019048016528282346,0.0005146345018190231,3,1,4
money.cnn.com,0.008342022940563087,0.00521376433785193,0.0031282586027111575,0.00042027143303769885,0.204321784180421,0.0348242958018765,0.0006214796613054383,5,3,8
feedproxy.google.com,0.05005213764337852,0.022940563086548488,0.027111574556830033,0.04920798300553083,0.23879545966108234,0.11622186218620117,0.004551341448827102,22,26,48
ireport.com,0.03336809176225235,0.016684045881126174,0.016684045881126174,0.017043193212622956,0.22852685220516733,0.07838930901384035,0.0038790328069506007,16,16,32
blueridgenow.com,0.01042752867570386,0.0072992700729927005,0.0031282586027111575,0.0022444653503981738,0.18874153670983876,0.02531100460343802,0.0012394857792429829,7,3,10
kcra.com,0.016684045881126174,0.006256517205422315,0.01042752867570386,0.0014505393406762067,0.18893889628116312,0.02020794973945584,0.0005809128988071893,6,10,16
channel3000.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.16486817889552957,0.004959670054042871,0.0003790208057209618,2,0,2
buffalonews.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.00033631616191759193,0.18576617321132863,0.0140202467653437,0.0008237642039170635,3,2,5
wikio.es,0.01251303441084463,0.006256517205422315,0.006256517205422315,0.0017402616780110725,0.17605251491739424,0.012184717869622493,0.0015774151809705055,6,6,12
gadsdentimes.com,0.00521376433785193,0.00521376433785193,0.0,0.0,0.1860268260843809,0.01494164099182119,0.00131663250697636,5,0,5
feeds.newyorkcitynews.net,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.16813188549909094,0.006937738621785933,0.0007675239018952257,2,0,2
sdpnoticias.com,0.014598540145985401,0.00521376433785193,0.009384775808133473,0.002633651741579985,0.1799089589879379,0.012669530859791937,0.0009892494525129605,5,9,14
congresscheck.com,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.20343203062071893,0.03290945044190337,0.0018786216109624807,7,0,7
dailyindia.com,0.014598540145985401,0.01251303441084463,0.0020855057351407717,0.0020833868880713972,0.2191049690503868,0.0696990064355239,0.001660293623345536,12,2,14
sunjournal.com,0.0031282586027111575,0.0020855057351407717,0.0010427528675703858,0.00010923295420993435,0.17702994560112897,0.00911254687718163,0.0006406532626867358,2,1,3
feeds.stlouisnews.net,0.014598540145985401,0.0072992700729927005,0.0072992700729927005,0.0036718738425008794,0.20069074173663712,0.03344686999210618,0.0015550373086848108,7,7,14
post-gazette.com,0.03753910323253389,0.018769551616266946,0.018769551616266946,0.013473156757058138,0.2290095874231757,0.08747880230339368,0.0034176043514391173,18,18,36
dissidentvoice.org,0.013555787278415016,0.006256517205422315,0.0072992700729927005,0.0022764764353171082,0.19394121410756954,0.02561888724979197,0.002302608699966849,6,7,13
voices.washingtonpost.com,0.03128258602711158,0.0031282586027111575,0.028154327424400417,0.006809738717615414,0.19936215278803124,0.026116578964070568,0.001391543568196217,3,27,30
telegraph.co.uk,0.035453597497393116,0.01251303441084463,0.022940563086548488,0.01033574030550272,0.21622085896715476,0.06551935237623249,0.0011861426798272369,12,22,34
news.bbc.co.uk,0.05735140771637122,0.014598540145985401,0.04275286757038582,0.017768806962534637,0.2131599266341553,0.04824745948531668,0.0030870253579386477,14,41,55
elmundo.es,0.01042752867570386,0.00521376433785193,0.00521376433785193,0.0007367659287035261,0.1634697507330087,0.009085946099916965,0.0011149861520151063,5,5,10
kdvr.com,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.16461852992688097,0.006274159063149556,0.0002951427215301081,1,0,1
guardian.co.uk,0.03232533889468196,0.013555787278415016,0.018769551616266946,0.013427608333544547,0.22107083745132827,0.07509765809305959,0.0019067611787008682,13,18,31
counterpunch.org,0.009384775808133473,0.004171011470281543,0.00521376433785193,0.0006069510680237319,0.18769587722668177,0.020932619006173107,0.000874223084261359,4,5,9
sltrib.com,0.027111574556830033,0.011470281543274244,0.01564129301355579,0.009707893487747555,0.21299241392167267,0.0486646185999794,0.0018278583260468166,11,15,26
smartgirlpolitics.ning.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,0.0005920783916817972,0.18776089138574886,0.01524138129062449,0.001691511799260474,3,1,4
time.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,0.00017349725291662587,0.19263173185169044,0.018869129675860987,0.0004660184122415673,3,1,4
olympics.thestar.com,0.01564129301355579,0.009384775808133473,0.006256517205422315,0.002247110197158129,0.20800678949756599,0.04854171940052214,0.0011839517940685465,9,6,15
independent.co.uk,0.01251303441084463,0.0072992700729927005,0.00521376433785193,0.0020555780042184387,0.1978341946827215,0.03667376834237442,0.0009462273913294065,7,5,12
informador.com.mx,0.013555787278415016,0.006256517205422315,0.0072992700729927005,0.002211342238720738,0.1861489331836047,0.01959998316454335,0.0015808483112081072,6,7,13
gather.com,0.03232533889468196,0.014598540145985401,0.017726798748696558,0.014579319816522232,0.2244578440706654,0.07623272403118586,0.0034225241115278444,14,17,31
gatesofvienna.blogspot.com,0.018769551616266946,0.009384775808133473,0.009384775808133473,0.003822179283231418,0.20650121654501216,0.040421787582927485,0.0019426131706840846,9,9,18
opednews.com,0.014598540145985401,0.008342022940563087,0.006256517205422315,0.003674116089916025,0.20721165651018997,0.03399619329333817,0.0016611855949711612,8,6,14
heraldtribune.com,0.008342022940563087,0.0072992700729927005,0.0010427528675703858,0.0024122958911317917,0.2000242411183236,0.029807560073695363,0.0011894327378750248,7,1,8
cbs5.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.19716009641587268,0.0246352514919591,0.00039658462768511304,3,0,3
cbs3.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.19467041561150009,0.024073037350694448,0.0007300584949070033,4,0,4
blackamericaweb.com,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18939734697510835,0.020372892272711395,0.00047601699343562446,5,0,5
news.brisbanetimes.com.au,0.008342022940563087,0.006256517205422315,0.0020855057351407717,0.0003420079785603762,0.19401062757002754,0.03415992718235777,0.0009069342070946274,6,2,8
wbbm780.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,7.727714288070764e-05,0.1975458066438254,0.026064863288222412,0.00043943593561861395,4,1,5
recordpub.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,4.756208326622062e-05,0.16949497530981011,0.006083029115352651,0.0005949425881542154,4,1,5
myfoxchicago.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.1739982028868633,0.010279165887364597,0.0004270840329759635,3,0,3
greenvilleonline.com,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.1378570595532744,0.0008551277023774641,0.0002734693298128631,1,0,1
freep.com,0.017726798748696558,0.011470281543274244,0.006256517205422315,0.006145766491964825,0.21673958153964692,0.04537392286122722,0.0022049973561266392,11,6,17
mashget.com,0.03232533889468196,0.01251303441084463,0.01981230448383733,0.012657222539152822,0.22586070559610705,0.07517825267114164,0.0023064369860555005,12,19,31
heraldonline.com,0.008342022940563087,0.006256517205422315,0.0020855057351407717,0.00024979465605125625,0.19740192768778475,0.028791762788906723,0.000777666463251459,6,2,8
thestar.com.my,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.00042763750175975416,0.17390622182568397,0.012945694239737087,0.0004413137774040503,3,3,6
timesofmalta.com,0.01251303441084463,0.00521376433785193,0.0072992700729927005,0.0023320219025903355,0.19950890446472466,0.031930202506088856,0.0010311823323724274,5,7,12
independent.ie,0.008342022940563087,0.00521376433785193,0.0031282586027111575,0.0007252891986623833,0.20309692522692277,0.04104182687577747,0.0005135379132606191,5,3,8
english.aljazeera.net,0.01042752867570386,0.0020855057351407717,0.008342022940563087,0.000654492697262561,0.17866370910700624,0.014743825415564816,0.0005001377631460634,2,8,10
bit.ly,0.01251303441084463,0.008342022940563087,0.004171011470281543,0.002154730117801317,0.21026597883268308,0.047434459255103076,0.0014004344332071172,8,4,12
uk.eonline.com,0.01981230448383733,0.0072992700729927005,0.01251303441084463,0.004440865986312116,0.20618702678990375,0.0377040953857415,0.0007481024464889236,7,12,19
digitalspy.co.uk,0.013555787278415016,0.011470281543274244,0.0020855057351407717,0.0008510818998839902,0.20792700169952316,0.048863507745215404,0.0012671953301154758,11,2,13
calgarysun.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.1848250206795515,0.016224666042737177,0.0005124903461753766,3,0,3
wjz.com,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,8.120977016307728e-05,0.18795656494417737,0.01722048130348298,0.00034580639047424743,3,1,4
ca.eonline.com,0.0072992700729927005,0.006256517205422315,0.0010427528675703858,9.788505853321559e-05,0.20985895990346765,0.03958099726870266,0.0007427417730067953,6,1,7
au.eonline.com,0.0072992700729927005,0.0072992700729927005,0.0,0.0,0.2065237028186022,0.0377040953857415,0.0007481024464889236,7,0,7
ichuddersfield.icnetwork.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18724739392380632,0.021884045879769276,0.0006557657762838125,5,0,5
iccheshireonline.icnetwork.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18724739392380632,0.021884045879769276,0.0006557657762838125,5,0,5
heraldnet.com,0.011470281543274244,0.006256517205422315,0.00521376433785193,0.002686219605109179,0.1829448847217877,0.012783313528997154,0.0012064849851316363,6,5,11
chronicle.augusta.com,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,0.0014412318758293193,0.1968285016088079,0.024549107409449766,0.0009589133722933029,5,2,7
blog.luciolepress.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18782667098084346,0.01769189720836633,0.0008652812727044703,3,0,3
americanconservativedaily.com,0.0072992700729927005,0.004171011470281543,0.0031282586027111575,0.000978709052594063,0.20486231800100413,0.040182926749319614,0.0006117364493513073,4,3,7
tahoedailytribune.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18621801501149743,0.017797319244798958,0.0004457056984171123,3,0,3
seattlepi.nwsource.com,0.049009384775808136,0.01251303441084463,0.03649635036496351,0.021960692814566505,0.22417936039315833,0.06334188342313356,0.0020316972589480564,12,35,47
nevadaappeal.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.00037745668312249496,0.1823295302491278,0.013536335317696303,0.0007493398056479884,3,2,5
king5.com,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.16648403853554702,0.006313751182471046,0.00028723626327666784,1,0,1
frontpagenews.us,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.16875826942519745,0.006883033489986659,0.0003718925253474994,2,0,2
durangoherald.com,0.0072992700729927005,0.006256517205422315,0.0010427528675703858,0.0004973009808675999,0.19583298173072866,0.029161636912027288,0.0006945711827519496,6,1,7
clickorlando.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.18679394701668764,0.01870755555566482,0.0005972810083929715,4,0,4
americanchronicle.com,0.017726798748696558,0.011470281543274244,0.006256517205422315,0.007259089079780173,0.21579048305360546,0.05049773335878041,0.0025099034816879686,11,6,17
timesargus.com,0.0072992700729927005,0.006256517205422315,0.0010427528675703858,0.0020382904193331636,0.18679038367700102,0.016997171006539354,0.0018880719279092697,6,1,7
freshnews.in,0.017726798748696558,0.009384775808133473,0.008342022940563087,0.003079212799205402,0.19790642330436542,0.03266070797006284,0.00143040649775719,9,8,17
goozad.com,0.006256517205422315,0.006256517205422315,0.0,0.0,0.18906796028471687,0.020711112061588165,0.0008530219158891285,6,0,6
politico.com,0.023983315954118876,0.006256517205422315,0.017726798748696558,0.005674986776039717,0.20332546640309712,0.03666626458057207,0.00098864115237055,6,17,23
luxlibertas.com,0.018769551616266946,0.009384775808133473,0.009384775808133473,0.003475494267999164,0.21215878412158784,0.04789796621128823,0.0018553945094519383,9,9,18
firstread.msnbc.msn.com,0.009384775808133473,0.0020855057351407717,0.0072992700729927005,0.0005551363951685406,0.16745928125753998,0.006353585443584996,0.0004716368829600944,2,7,9
beltwayblips.dailyradar.com,0.01042752867570386,0.008342022940563087,0.0020855057351407717,0.0005960119351338436,0.20673748795982338,0.04430181399942004,0.001001151135265826,8,2,10
dispatchpolitics.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18589958475326981,0.01626501614549501,0.0009747846321184968,3,0,3
khaleejtimes.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.18388713999274728,0.014933664157838724,0.0005774125293577037,3,0,3
news.sky.com,0.013555787278415016,0.0020855057351407717,0.011470281543274244,0.0016597864224347403,0.18640498398578298,0.016076270143282435,0.0003992439715666456,2,11,13
news.scotsman.com,0.03232533889468196,0.0031282586027111575,0.029197080291970802,0.0019304474349077175,0.18815192413420925,0.019137019166625423,0.0006094310346490545,3,28,31
icwolverhampton.icnetwork.co.uk,0.006256517205422315,0.006256517205422315,0.0,0.0,0.18926545467220088,0.02675168637578482,0.0005348130269090695,6,0,6
icnorthwales.icnetwork.co.uk,0.006256517205422315,0.006256517205422315,0.0,0.0,0.1876969564290611,0.027035311026761887,0.0005393307022149587,6,0,6
icnewcastle.icnetwork.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18750272018577474,0.02357370079723927,0.00040848148432034883,5,0,5
icbirmingham.icnetwork.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18750272018577474,0.02357370079723927,0.0004404336853249532,5,0,5
hounslowchronicle.co.uk,0.00521376433785193,0.00521376433785193,0.0,0.0,0.18750272018577474,0.02357370079723927,0.0004543400088407475,5,0,5
breakingnews.ie,0.01042752867570386,0.0072992700729927005,0.0031282586027111575,0.0008115124150193628,0.20046808189003584,0.042824336795656295,0.0006985924011133897,7,3,10
birminghampost.net,0.008342022940563087,0.0072992700729927005,0.0010427528675703858,0.0001801485602384267,0.20324922888288596,0.03963959177895671,0.0006650517476900819,7,1,8
megite.com,0.017726798748696558,0.01042752867570386,0.0072992700729927005,0.0032794817250856026,0.21357986344785537,0.04902060181512523,0.0021678851357562665,10,7,17
feeds.gawker.com,0.021897810218978103,0.01251303441084463,0.009384775808133473,0.0054881072407515375,0.22325605166007284,0.07067787032686737,0.001750836514364597,12,9,21
liverpoolecho.co.uk,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,3.148532540191201e-05,0.18724203572734263,0.02357370079723927,0.00044201501333943,5,2,7
earthtimes.org,0.02085505735140772,0.008342022940563087,0.01251303441084463,0.007217447504190335,0.21341169032703028,0.04798843249216854,0.0017311710441704881,8,12,20
kirotv.com,0.006256517205422315,0.0031282586027111575,0.0031282586027111575,0.00017977239665448115,0.1740178791109653,0.008231313009770215,0.0005061297888454147,3,3,6
wjactv.com,0.00521376433785193,0.004171011470281543,0.0010427528675703858,0.00099500177152651,0.17186610444852787,0.008805936151678174,0.0005081729829772878,4,1,5
ktvu.com,0.006256517205422315,0.006256517205422315,0.0,0.0,0.17631215887724974,0.011027211570795696,0.0008662356043815003,6,0,6
kfoxtv.com,0.021897810218978103,0.0020855057351407717,0.01981230448383733,0.00017722143625519335,0.16210098487758878,0.004101781231024768,0.00039052754619805553,2,19,21
whiotv.com,0.00521376433785193,0.00521376433785193,0.0,0.0,0.186922416031142,0.016311730741012283,0.00045309752725884375,5,0,5
theksbwchannel.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.17185279349306387,0.009217884559203915,0.0004133368057366134,4,0,4
foxreno.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.16216300292916497,0.004390263654355237,0.0006146598523471994,3,0,3
ketv.com,0.006256517205422315,0.004171011470281543,0.0020855057351407717,0.0016731983196549623,0.17469084544977664,0.011021565266716462,0.00044755151391875426,4,2,6
kdwn.com,0.009384775808133473,0.00521376433785193,0.004171011470281543,0.0021482613358635404,0.19987673061602396,0.03321237060798597,0.000661620057037598,5,4,9
yorkdispatch.inyork.com,0.0072992700729927005,0.0010427528675703858,0.006256517205422315,0.0011502640398032265,0.15808273357557798,0.0037195617639997525,0.0004521854058300547,1,6,7
walesonline.co.uk,0.01564129301355579,0.0072992700729927005,0.008342022940563087,0.0021369866607749903,0.1901984889230375,0.028773985137455535,0.0005816317105950261,7,8,15
jihadwatch.org,0.011470281543274244,0.0072992700729927005,0.004171011470281543,0.0020483103626534175,0.19892319024978233,0.024958049042937896,0.0025504968592117336,7,4,11
docstalk.blogspot.com,0.018769551616266946,0.01251303441084463,0.006256517205422315,0.0028785320015710363,0.22089066561966458,0.06806273401972694,0.002957731576289058,12,6,18
javno.com,0.011470281543274244,0.00521376433785193,0.006256517205422315,0.002024715435338875,0.20808663855303527,0.037907189279364185,0.0008797668001810632,5,6,11
latimes.com,0.02502606882168926,0.011470281543274244,0.013555787278415016,0.009155447060169061,0.2140014581250126,0.055381642593726355,0.0022380640849949374,11,13,24
infowars.com,0.017726798748696558,0.011470281543274244,0.006256517205422315,0.004569784801469922,0.21067457964658257,0.04987232734608073,0.002760495699681326,11,6,17
belleville.com,0.0031282586027111575,0.0020855057351407717,0.0010427528675703858,0.000407261403031227,0.17474716100279075,0.007440531233110333,0.0007889601123479409,2,1,3
ajc.com,0.014598540145985401,0.01042752867570386,0.004171011470281543,0.003739360299766549,0.20705335883523945,0.036574090021942667,0.0017347751846363995,10,4,14
contactmusic.com,0.011470281543274244,0.00521376433785193,0.006256517205422315,0.0009572812401543708,0.18959975286137,0.020314094342443623,0.000990444897157743,5,6,11
memphisdailynews.com,0.0020855057351407717,0.0020855057351407717,0.0,0.0,0.16034524655414778,0.0035210007188642093,0.00043391059678512975,2,0,2
celebritygossip.epicureforum.com,0.017726798748696558,0.008342022940563087,0.009384775808133473,0.0025964867141304655,0.2050172819329262,0.040045693232592355,0.0014400023744313485,8,9,17
canadianbusiness.com,0.00521376433785193,0.0031282586027111575,0.0020855057351407717,0.00020549322698071963,0.16694354586715643,0.006855047257703889,0.0004628296034488969,3,2,5
turkishpress.com,0.01042752867570386,0.006256517205422315,0.004171011470281543,0.0003043004192882156,0.19747384095834497,0.034432888677978266,0.0007694798741811544,6,4,10
app.com,0.008342022940563087,0.0072992700729927005,0.0010427528675703858,0.00048671665859687484,0.2046303108458501,0.036681096683741976,0.0013395622129930831,7,1,8
delmarvanow.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.19330383563960205,0.02570306607187115,0.0005682487418408955,4,0,4
dailylocal.com,0.01042752867570386,0.008342022940563087,0.0020855057351407717,0.00410305036948789,0.19747384095834497,0.023047250837130655,0.0031612712978934593,8,2,10
dailyherald.com,0.01564129301355579,0.011470281543274244,0.004171011470281543,0.003916566421076989,0.2146794825467948,0.04967622244828994,0.003269141879281992,11,4,15
bbc.co.uk,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,0.0017312460516253625,0.20069074173663712,0.03478006065480276,0.0010053031928748623,5,2,7
icliverpool.icnetwork.co.uk,0.006256517205422315,0.006256517205422315,0.0,0.0,0.19139802317554963,0.026445910101037206,0.0006846669807519639,6,0,6
online.wsj.com,0.028154327424400417,0.01042752867570386,0.017726798748696558,0.006636818637885754,0.21866304696678376,0.0543773258482331,0.001602534993453102,10,17,27
seekingalpha.com,0.027111574556830033,0.011470281543274244,0.01564129301355579,0.006812747926775631,0.21717375538087214,0.06147038062392529,0.002123195871762809,11,15,26
docudharma.com,0.0072992700729927005,0.00521376433785193,0.0020855057351407717,0.0003697425389437636,0.19505782419239184,0.02817154619013334,0.0006774464725679483,5,2,7
thehimalayantimes.com,0.02085505735140772,0.00521376433785193,0.01564129301355579,0.0018036023872861054,0.19414960366427542,0.028282036962590722,0.0005142369385185948,5,15,20
fremonttribune.com,0.00521376433785193,0.0010427528675703858,0.004171011470281543,0.0008006019941018598,0.1678221961085625,0.006446776042100346,0.0003430668276744694,1,4,5
sportsnet.ca,0.004171011470281543,0.0031282586027111575,0.0010427528675703858,0.00011938053342294899,0.19086820191220313,0.019355932839792013,0.0008456109317807952,3,1,4
sg.news.yahoo.com,0.004171011470281543,0.004171011470281543,0.0,0.0,0.19434050261657526,0.029149308524674983,0.0004947937046304114,4,0,4
crap713three.blogspot.com,0.0031282586027111575,0.0031282586027111575,0.0,0.0,0.17523223269457158,0.01050527383487994,0.0007419821717677016,3,0,3
themonitor.com,0.01251303441084463,0.00521376433785193,0.0072992700729927005,0.0023323717425313708,0.18171830151882565,0.01614226049536234,0.0010067954541945396,5,7,12
newsday.com,0.01564129301355579,0.009384775808133473,0.006256517205422315,0.005360616343456737,0.20872764475574007,0.045306863026504135,0.0013545447773192672,9,6,15
nwotruth.com,0.00521376433785193,0.00521376433785193,0.0,0.0,0.19947537094259118,0.028341317532024752,0.0012266927954334562,5,0,5
dailypost.co.uk,0.01251303441084463,0.006256517205422315,0.006256517205422315,0.0006464341785152057,0.1915426478553558,0.030911238155475397,0.0005103862669943268,6,6,12
dailystar.com.lb,0.0031282586027111575,0.0020855057351407717,0.0010427528675703858,0.0002890574032171513,0.18393813825268304,0.01611494751305966,0.0014274047581686348,2,1,3
abclocal.go.com,0.006256517205422315,0.004171011470281543,0.0020855057351407717,0.0002248089197718998,0.1794325367198467,0.013248334460962886,0.0005035872136567227,4,2,6
hispanicbusiness.com,0.009384775808133473,0.006256517205422315,0.0031282586027111575,0.0010499720503033664,0.1991424296218431,0.028489609732368526,0.001564634538405035,6,3,9
prairiepundit.blogspot.com,0.01564129301355579,0.006256517205422315,0.009384775808133473,0.0013351699061277989,0.20309692522692277,0.037622794743756786,0.0007887960223560411,6,9,15
propeller.com,0.013555787278415016,0.008342022940563087,0.00521376433785193,0.0024243546741956317,0.20697430066080827,0.04047081801970667,0.0020882478200707102,8,5,13
opinionsource.com,0.026068821689259645,0.01251303441084463,0.013555787278415016,0.004484782878877697,0.21519082708640608,0.05460817120951036,0.0016272286799115568,12,13,25
daytondailynews.com,0.018769551616266946,0.01042752867570386,0.008342022940563087,0.005017173824137002,0.20673748795982338,0.03376972254139286,0.00231409922029534,10,8,18
