cascade_id,cascade_size,event_count,community_count,avg_propagation_delay,max_propagation_delay,total_marginal_gain
510,612,817,13,2.7518301566707466,13.0,39299.528036
511,625,838,13,2.7041235704057276,13.0,42097.161100000005
512,620,840,13,2.6186418142857146,13.0,41099.980854
513,634,834,13,2.664556449640288,13.0,41323.439214
514,616,776,13,2.749034012886598,13.0,37887.617894999996
515,617,852,13,2.642519930751173,13.0,40728.830180000004
516,622,816,13,2.7976574669117644,13.0,40300.439624
517,627,796,13,2.794998296482412,13.25,39388.219009
518,643,914,13,2.7098051444201317,13.0,44935.70668300001
519,622,845,13,2.803117307692308,13.0,39549.412624000004
520,612,797,13,2.754762902132999,13.25,40263.297414
521,616,829,13,2.8026762955367914,13.25,40517.898349
522,624,849,13,2.772679809187279,13.25,41771.947804
523,626,859,13,2.8250013830034924,13.25,42924.023632000004
524,619,858,13,2.6693010734265736,13.25,41794.354527999996
525,627,837,13,2.87729513739546,13.25,40357.301467000005
526,612,796,13,2.7956623379396985,13.0,40299.146118000004
527,630,843,13,2.7590205978647684,13.0,41810.144476
528,627,836,13,2.7278176543062203,13.25,40311.443781
529,635,863,13,2.711305155272306,13.0,41310.226089
530,634,791,13,2.7335495537294565,13.25,37793.017139
531,600,786,13,2.6966295076335878,13.0,38663.240217
532,623,855,13,2.773253505263158,13.0,41798.294363
533,621,813,13,2.802311638376384,13.25,39510.161503
534,649,869,13,2.6607868883774453,13.25,40849.329954999994
535,630,860,13,2.820464656976744,13.25,41247.801960000004
536,617,841,13,2.7568672960761,13.0,42257.140867
537,624,810,13,2.8955080333333334,12.0,39005.52679
538,624,817,13,2.7870767025703795,13.0,39538.179621
539,605,814,13,2.8322769152334155,13.0,39505.902914000006
540,634,859,13,2.7598448731082654,13.0,41304.226431
541,617,807,13,2.748752972738538,13.0,39883.95850400001
542,625,843,13,2.850444839857651,13.0,41528.281524000005
543,630,830,13,2.731066167469879,13.0,41897.313087
544,616,809,13,2.781848056860322,13.25,40042.953322
545,593,769,13,2.8814689245773732,13.25,37699.609799
546,632,840,13,2.7861871678571433,13.0,39703.323265
547,607,835,13,2.8209447760479045,13.25,40932.618031
548,604,799,13,2.785882150187734,13.0,38712.062973
549,641,851,13,2.8448711128084607,13.0,42012.260754
550,627,841,13,2.696470565992866,13.0,41380.460416
551,627,823,13,2.747111804374241,13.0,38950.714571000004
552,619,852,13,2.7401403791079812,13.25,42257.896973
553,619,820,13,2.864962248780488,13.25,39612.055435999995
554,632,825,13,2.7196272242424246,13.0,39727.172682000004
555,608,840,13,2.617791473809524,13.0,41458.525310000005
556,620,836,13,2.785393409090909,13.0,41414.856238
557,630,805,13,2.785719705590062,13.25,38303.332748
558,627,861,13,2.7955376678281065,13.0,42690.157866
559,625,813,13,2.816233233702337,13.0,38589.662761
560,643,833,13,2.9111487466986796,13.25,39724.426271000004
561,641,854,13,2.7734828629976582,13.25,41408.46834
562,613,834,13,2.7881989688249402,13.0,42080.604847
563,584,774,13,2.739615890180878,13.25,38861.118303
564,629,810,13,2.727805209876543,13.0,39213.583427000005
565,611,836,13,2.8100502177033495,13.0,40481.522423
566,630,824,13,2.7184793495145634,12.0,40025.044255
567,599,793,13,2.695799047919294,13.0,39815.85348400001
568,612,818,13,2.7659661564792177,13.0,41588.815415000005
569,654,853,13,2.797267813599062,13.25,42638.151343000005
570,613,797,13,2.8079414818067754,13.0,39471.964831000005
571,659,855,13,2.7054478736842102,13.25,41768.23681300001
572,634,838,13,2.7467107959427204,13.0,40437.485467
573,620,819,13,2.8068487472527477,13.25,39758.901767
574,623,838,13,2.755129365155131,13.25,41217.893599
575,630,809,13,2.6818657156983936,13.0,39228.995348000004
576,610,804,13,2.682755369402985,13.0,40193.381841
577,644,837,13,2.7148375746714457,13.25,40724.95982800001
578,606,801,13,2.7240706092384523,11.6,39722.307159
579,594,802,13,2.8896043665835407,13.25,39926.552759
580,616,825,13,2.7685954812121207,13.25,41118.576518999995
581,632,822,13,2.7823118236009736,13.0,40322.000377000004
582,640,855,13,2.7140569017543865,13.25,41940.593937
583,635,846,13,2.810796836879433,13.0,42335.802508
584,592,786,13,2.72411648346056,13.25,40205.221751
585,612,808,13,2.839811210396039,13.25,39782.362936000005
586,630,816,13,2.786574558823529,13.0,39674.549056
587,638,879,13,2.7604280614334473,13.25,42256.912008
588,626,852,13,2.725727514084507,13.0,42374.98414100001
589,617,826,13,2.8266497578692498,13.0,40571.19837300001
590,648,842,13,2.843980225653206,13.25,41118.26797
591,610,809,13,3.0091318887515457,13.25,39631.178302
592,630,858,13,2.7879453846153845,13.25,41138.923427
593,637,829,13,2.840258394451146,13.25,40023.740559000005
594,656,810,13,2.799064764197531,13.0,40656.695423
595,615,821,13,2.7900179817295983,13.0,39764.901429000005
596,632,814,13,2.6222675577395576,12.0,39684.34957
597,639,846,13,2.7550400567375886,13.0,40839.231101
598,629,839,13,2.9018427067938024,13.0,39365.503772
599,639,847,13,2.8507856847697757,13.25,42010.81805200001
600,636,905,13,2.7501008530386737,13.0,42897.597412
601,632,826,13,2.722210692493947,13.0,40799.064495
602,619,833,13,2.7956606458583435,13.25,41268.079364000005
603,629,833,13,2.7974794669867946,13.0,40144.021658
604,624,799,13,2.8204943642052562,13.0,39196.569449
605,624,836,13,2.9162688887559813,13.25,41222.898092
606,627,838,13,2.751084872315036,12.5,40543.866864
607,637,873,13,2.596972217640321,13.0,43744.300015
608,627,809,13,2.8686836576019776,13.0,40107.038801
609,652,860,13,2.8238104453488373,13.0,40998.982014
610,608,809,13,2.7089214610630403,12.0,40964.13864
611,620,838,13,2.6901475513126494,13.0,42668.985360000006
612,633,846,13,2.809886394799054,12.5,39922.30435400001
613,627,846,13,2.7390225756501176,13.0,41524.34166800001
614,622,833,13,2.6812377322929173,13.25,40910.450386000004
615,630,805,13,2.767457355279503,13.0,38774.098851999996
616,626,841,13,2.8227705089179547,13.0,41137.78928900001
617,624,865,13,2.7304931641618495,13.0,43160.705311
618,651,874,13,2.8591773764302064,13.25,41545.593863
619,625,818,13,2.6848653288508557,12.0,39573.799471000006
620,618,843,13,2.6426876809015423,13.0,40932.9368
621,625,829,13,2.8262244583835945,13.0,41264.656559
622,652,878,13,2.6921611138952164,13.25,41511.516800000005
623,643,860,13,2.5467423453488367,13.0,42110.453899
624,628,831,13,2.7308072081829122,13.25,41062.162224
625,628,849,13,2.7289495606595997,13.0,41901.412314
626,621,861,13,2.650394982578397,13.25,42613.486539
627,638,848,13,2.733332399764151,13.25,41327.458737
628,622,797,13,2.772687755332497,12.0,39434.683623000004
629,626,850,13,2.814254436470588,13.0,41922.21694700001
630,630,866,13,2.6737902771362587,13.25,43283.254715
631,622,821,13,2.805209478684531,13.25,40803.919815
632,627,814,13,2.8035782530712527,13.0,40531.867560000006
633,622,807,13,2.7430882515489468,13.25,39939.696378
634,634,852,13,2.7458440481220654,13.25,42777.326484000005
635,621,828,13,2.7977551582125604,13.0,40559.577119
636,606,824,13,2.6768574660194173,13.0,40287.455379000006
637,637,840,13,2.7770360928571427,13.25,40196.406219000004
638,616,786,13,2.7835160992366417,13.25,39841.672802
639,631,822,13,2.76871548296837,13.0,40074.08569
640,610,831,13,2.882918833935018,13.25,39669.603872
641,624,832,13,2.6051778088942306,11.6,41686.460932
642,600,830,13,2.8569745626506027,13.25,39917.667726
643,622,849,13,2.822239989399293,13.25,40869.905752
644,616,890,13,2.6901787876404497,13.25,42796.618948
645,624,863,13,2.6984297068366163,13.0,41590.17844
646,648,845,13,2.9296346366863903,13.25,41327.299364
647,632,834,13,2.7551925119904084,13.25,40916.071987999996
648,614,810,13,2.6426699975308643,13.0,40134.758564
649,622,825,13,2.894833573333333,13.25,38918.049625
650,632,837,13,2.741722612903226,13.0,41154.872764
651,607,790,13,2.8720775582278475,13.25,39885.779235
652,627,808,13,2.677006226485149,13.25,39779.408037999994
653,625,855,13,2.74558432748538,13.25,41850.380569
654,623,827,13,2.890000675937122,13.25,39521.772556
655,623,843,13,2.7641793262158956,13.0,40560.870646
656,610,818,13,2.706386075794621,13.0,39999.533477000004
657,637,848,13,2.8296645695754714,13.0,40928.300156000005
658,620,823,13,2.7729845346294044,13.0,39374.170129000006
659,610,818,13,2.7713320293398533,11.666667,40051.231439
660,635,867,13,2.5885025905420993,13.0,43070.044391999996
661,651,859,13,2.7977904295692664,13.0,41392.380014
662,626,850,13,2.8075415482352946,13.25,41494.423140000006
663,620,851,13,2.784021132784959,13.25,41295.03286
664,630,835,13,2.7615892035928145,13.0,41218.500518
665,605,780,13,2.849863652564102,13.25,38652.614114
666,619,827,13,2.749777829504232,13.0,40450.400226
667,643,859,13,2.662259081490105,13.0,41554.041548
668,623,861,13,2.7778464471544715,13.25,41751.750076000004
669,642,838,13,2.830623748210024,13.0,40955.09425
670,606,770,13,2.787160892207792,13.25,37451.705319
671,655,884,13,2.770425285067873,13.25,41132.77461
672,621,815,13,2.822322040490798,13.0,39621.776257000005
673,610,798,13,2.796845786967418,13.0,40490.029401
674,624,861,13,2.7351054541231132,13.0,41956.155037000004
675,627,886,13,2.6740164446952597,12.0,42770.043514
676,648,868,13,2.6758754838709677,13.0,42626.391122
677,636,882,13,2.8327848866213152,13.25,43797.440672000004
678,614,860,13,2.7538796569767445,13.25,41532.39094
679,612,793,13,2.7316014136191678,13.0,39787.835347
680,632,817,13,2.7527578592411266,11.666667,40308.638076
681,641,833,13,2.6643862292917166,13.0,40518.435766
682,638,840,13,2.7543348404761905,13.25,42335.951681
683,622,850,13,2.6528776823529414,13.25,41238.469397
684,620,825,13,2.650495912727273,13.25,40380.85251700001
685,625,864,13,2.6846818020833334,13.25,42707.102357
686,601,803,13,2.7051883835616435,13.0,40862.543091
687,631,850,13,2.7377698423529413,13.25,42731.926523
688,616,824,13,2.678555531553398,13.0,41704.827732000005
689,619,789,13,2.7876254828897338,13.0,39631.497059
690,637,861,13,2.8130979988385594,13.25,41277.11361100001
691,608,807,13,2.7128739603469643,13.0,39676.827521
692,606,825,13,2.8126200084848487,13.25,41013.030922
693,616,875,13,2.701068024,13.0,42185.085815
694,631,854,13,2.731046244730679,13.0,41791.240267
695,627,842,13,2.869359610451306,13.25,41627.827481
696,631,793,13,2.8355501500630518,11.666667,38131.960577
697,621,826,13,2.881836829297821,13.25,38936.884356
698,629,815,13,2.694388932515338,11.666667,39171.138356
699,632,839,13,2.8738501954707987,13.25,40143.48425
700,620,807,13,2.868936480793061,13.25,39946.979336000004
701,609,815,13,2.7467703840490802,13.0,39770.602706000005
702,613,784,13,2.765275755102041,13.0,39393.681236000004
703,649,839,13,2.6113012455303934,13.25,40487.989984
704,629,851,13,2.701194211515864,13.0,41207.794743000006
705,637,836,13,2.9292003684210526,13.25,40476.428039
706,625,845,13,2.7652080366863903,13.25,41473.01156
707,615,794,13,2.602519894206549,13.0,39171.297731
708,624,837,13,2.708666152927121,12.5,41574.159588
709,631,829,13,2.7371914921592277,13.25,41151.380444
710,628,845,13,2.725042267455621,13.0,41237.782784
711,605,831,13,2.686961583634176,13.25,41459.957818
712,641,866,13,2.6898969826789836,13.0,42152.510737000004
713,622,805,13,2.766333920496894,13.25,40336.347632
714,631,830,13,2.8605584253012046,13.0,41359.954117
715,617,828,13,2.746557489130435,13.25,40147.274891
716,624,849,13,2.6440289175500586,13.0,41896.477312
717,625,844,13,2.813406960900474,13.25,40499.212802
718,613,834,13,2.759259731414868,13.0,40228.225204
719,607,787,13,2.617477461245235,13.0,38215.109667
720,629,829,13,2.7066196646562126,12.5,41181.826223
721,610,825,13,2.825291001212121,13.25,41034.44248
722,614,819,13,2.8366455372405373,13.0,40499.670531
723,615,801,13,2.7909423745318356,13.0,38769.541913
724,626,830,13,2.738393095180723,13.0,40353.510803
725,613,827,13,2.811568877871826,13.0,39049.34506400001
726,632,842,13,2.7343508479809975,13.25,41151.529647
727,627,833,13,2.784770576230492,13.0,41145.529976000005
728,619,818,13,2.780336284841076,13.0,39740.52478300001
729,630,865,13,2.7909877075144514,13.0,43081.27741200001
730,616,824,13,2.948812894417476,13.25,39961.167236
731,613,791,13,2.819166016434892,13.0,39066.498018
732,622,817,13,2.8464936523867808,13.0,39702.785848
733,636,822,13,2.761128974452555,13.25,39417.679845
734,620,849,13,2.8482341519434624,13.0,40796.855523000006
735,646,857,13,2.7765572018669777,13.25,40960.486983999996
736,615,789,13,2.9046321406844107,13.25,37594.989851000006
737,616,814,13,2.769000815724816,13.25,40161.105136000006
738,638,841,13,2.6631688430439957,13.0,40972.645642
739,622,811,13,2.6700218162762024,13.0,40165.811252
740,623,844,13,2.806850877962085,13.0,41128.675387
741,604,786,13,2.77718355216285,13.0,39441.140993
742,627,834,13,2.7490517086330932,13.0,40146.071267
743,620,833,13,2.656057661464586,13.25,40694.434377
744,615,832,13,2.8582088485576924,13.0,40278.560151000005
745,617,822,13,2.7053595559610706,12.5,39370.070909
746,622,826,13,2.7367101876513313,13.25,39845.085424000004
747,621,831,13,2.8528073838748496,13.0,40566.641424
748,593,770,13,2.841413115584415,12.0,37112.224443
749,634,859,13,2.84085545983702,13.0,42799.19578000001
750,612,804,13,2.717051152985075,13.0,40368.544658
751,584,803,13,2.9737556562889167,13.25,38715.853642
752,613,830,13,2.8175368144578314,13.0,41782.42471000001
753,600,841,13,2.7373275350772888,13.25,42656.986074
754,623,835,13,2.6626627700598804,13.0,41076.211124
755,636,850,13,2.8061998141176465,13.25,40704.38405200001
756,602,805,13,2.7007537217391304,13.25,40658.526367
757,644,829,13,2.7770142870928836,13.0,40862.921131
758,627,837,13,2.854751476702509,13.25,39943.476869000006
759,616,812,13,2.786613003694581,13.0,39948.581417
760,605,842,13,2.693329374109264,13.0,41288.127932
761,613,818,13,2.843645459657701,13.25,39836.658122
762,645,855,13,2.7708683766081874,13.0,42662.906034
763,611,808,13,2.904077772277228,13.0,39064.97565
764,614,819,13,2.817032482295482,11.666667,39905.141192
765,613,823,13,2.8183827071688943,13.25,39836.807299
766,614,854,13,2.6645951814988296,13.25,42776.12284000001
767,627,858,13,2.806931497668998,13.25,42957.663368
768,621,827,13,2.702425093107618,12.0,40706.662532
769,644,898,13,2.6887417338530066,13.25,43389.17836599999
770,619,813,13,2.9692858105781057,13.25,40092.910206
771,620,841,13,2.7750967312722947,12.0,41136.266908000005
772,664,911,13,2.7758045345773876,11.6,44362.817769
773,626,852,13,2.9035127429577465,13.25,41211.426027
774,643,835,13,2.853709246706587,13.0,39112.743967
775,605,822,13,2.885583456204379,13.0,41643.776797
776,646,838,13,2.625240083532219,13.0,41101.503241
777,614,841,13,2.766939866825208,13.25,42139.606174
778,629,842,13,2.8446126923990493,13.0,41874.448642
779,618,838,13,2.769157951073986,13.25,41086.837226999996
780,601,782,13,2.6782517340153458,13.0,39614.115238
781,636,824,13,2.7374162014563104,13.25,39585.101964
782,634,845,13,2.8557607763313606,11.666667,41104.219058
783,622,854,13,2.7870306850117097,13.0,40711.209307000005
784,628,823,13,2.7743558226002434,13.25,41940.583728000005
785,621,818,13,2.835464937652812,13.25,40477.194347000004
786,611,799,13,2.8855677722152695,13.0,39178.799381000004
787,645,868,13,2.660274949308756,13.0,41718.578292000006
788,626,866,13,2.786918051963048,13.25,41708.926962000005
789,618,819,13,2.780344302808303,13.25,39769.458376
790,617,820,13,2.7913917951219513,13.0,40186.924454
791,626,858,13,2.666974231934732,13.0,43320.307057
792,617,840,13,2.7004998071428576,13.0,42652.130762
793,613,822,13,2.723685935523114,12.0,39491.864219
794,625,809,13,2.646625268232386,13.0,39916.464091
795,641,845,13,2.7533272236686392,13.0,40943.025467
796,632,826,13,2.90483348062954,12.0,40145.225302
797,626,810,13,2.6910978851851852,13.0,40507.19256
798,605,857,13,2.7879391995332554,13.0,42308.540474
799,630,853,13,2.757172162954279,13.0,42714.992235000005
800,619,825,13,2.757764312727273,13.25,41298.60484300001
801,641,851,13,2.7502839776733254,13.0,41257.144736
802,627,843,13,2.7539225966785295,13.25,40455.026682
803,604,797,13,2.6491605382685073,13.0,39869.46204300001
804,619,798,13,2.9455911591478694,12.0,38426.249985
805,616,809,13,2.7170379826946855,13.25,40748.799038
806,628,858,13,2.7299501386946385,13.0,41900.19848199999
807,615,834,13,2.6999757374100724,13.0,41211.744775
808,606,806,13,2.7175760124069477,13.25,39796.49152000001
809,606,828,13,2.8742216811594203,13.25,39618.81117
810,624,807,13,2.7211556629491946,13.25,40306.817324999996
811,622,814,13,2.680361042997543,13.25,38700.979145000005
812,615,785,13,2.77129056178344,13.0,38035.986618
813,635,836,13,2.6419381770334924,13.0,41276.81525
814,635,851,13,2.816452165687427,13.0,41982.043845
815,620,794,13,2.796910857682619,13.25,39272.654237
816,628,821,13,2.76822012911084,13.25,40790.328646
817,623,838,13,2.658363639618139,13.0,42135.1984
818,633,828,13,2.8117489987922704,13.0,39888.515444
819,633,893,13,2.732942726763718,13.0,44864.865424
820,630,811,13,2.743038674475956,13.0,39815.933164
821,635,838,13,2.6560911288782814,12.5,40900.36171900001
822,617,825,13,2.5766089490909088,13.0,40709.020693
823,629,859,13,2.81941302677532,13.0,42744.373366
824,603,807,13,2.7392340793060717,13.25,41000.584063999995
825,634,878,13,2.732337653758542,13.25,42999.27265300001
826,612,837,13,2.791759119474313,13.0,40535.89729200001
827,644,868,13,2.671517267281106,13.0,43316.287515
828,661,863,13,2.7676994275782154,13.0,41160.56387
829,613,779,13,2.7365833286264447,13.0,38953.371098
830,640,840,13,2.7219057059523806,12.0,40119.575528
831,615,806,13,2.6786447853598014,13.25,39357.096838
832,630,867,13,2.747278064590542,13.25,41802.702125
833,606,813,13,2.761008124231242,13.0,40813.262593
834,617,816,13,2.638719171568628,13.25,39901.509911
835,642,850,13,2.665761437647059,11.666667,41457.380978999994
836,641,890,13,2.6307726910112366,13.0,42407.101471999995
837,611,808,13,2.6963146274752474,13.0,40792.995365
838,596,785,13,2.8512733796178344,13.0,37838.188209
839,612,828,13,2.813914291062802,13.25,41477.946559
840,616,832,13,2.8325878461538463,13.25,40114.481154
841,641,854,13,2.8810829519906322,11.666667,40374.384936999995
842,618,823,13,2.638149243013366,11.6,40254.96000200001
843,626,820,13,2.8805163560975604,13.25,39197.245858
844,619,797,13,2.673073627352572,13.0,39992.240314
845,617,835,13,2.6769270994011976,13.0,40245.388357
846,644,871,13,2.706127332950631,13.0,42596.094519
847,632,853,13,2.6638693446658848,13.25,42286.53219900001
848,638,854,13,2.914955298594848,13.25,41302.693866
849,618,807,13,2.7174057385377943,11.666667,40161.413682
850,624,843,13,2.626102446026097,13.25,41821.765726000005
851,611,855,13,2.7448519438596493,13.0,41832.391822000005
852,640,838,13,2.861569497613365,13.0,39880.008478
853,625,863,13,2.9071796396292005,13.25,41503.606509000005
854,612,811,13,2.790411113440197,13.25,40497.471752000005
855,626,832,13,2.864818945913461,13.25,39969.077516000005
856,617,824,13,2.9017563313106796,13.0,38940.903875
857,615,814,13,2.7905546744471748,13.0,40228.07601800001
858,631,820,13,2.813509968292683,13.0,38603.482807
859,611,786,13,2.769378804071247,13.25,39140.304337
860,629,844,13,2.630511825829384,13.0,41859.803026
861,649,848,13,2.618808495283019,13.25,42575.74761300001
862,620,865,13,2.719958252023121,13.0,41776.275893
863,618,820,13,2.8256441158536583,13.25,39897.85823700001
864,617,807,13,2.68377490086741,13.0,39703.860679000005
865,597,801,13,2.672310901373283,13.0,39987.991926
866,602,811,13,2.65308359432799,13.0,38901.364587000004
867,631,861,13,2.8113346422764227,13.25,42707.400719
868,622,860,13,2.819440288372093,12.5,43078.541187
869,613,847,13,2.745714097992916,13.0,42151.59526300001
870,617,815,13,2.738877693251534,13.25,39848.657407000006
871,620,832,13,2.7260187728365386,13.25,40811.13328
872,615,808,13,2.8530346324257425,13.25,39252.307327
873,656,869,13,2.7620906225546604,13.0,41430.41732
874,609,821,13,2.8269802606577343,12.0,39597.319932000006
875,623,799,13,2.689942289111389,13.25,38790.048195
876,625,823,13,2.7568058189550424,13.0,41679.77469400001
877,611,789,13,2.650731784537389,13.25,39828.081633
878,624,822,13,2.936233733576642,13.25,39157.686176
879,612,812,13,2.825574222906404,13.25,40683.191159
880,626,850,13,2.7138160552941177,13.0,40969.22284
881,615,858,13,2.5978808193473197,13.0,42880.683494000004
882,617,827,13,2.69409607738815,13.0,40893.217733
883,618,827,13,2.820696339782346,13.0,40723.735805000004
884,619,818,13,2.8829151589242055,13.25,39535.890953
885,613,823,13,2.7694627667071687,13.0,39913.727864
886,612,817,13,2.715063336597307,13.0,40476.060187
887,631,830,13,2.7835021036144583,13.25,40892.073396
888,618,867,13,2.9059491799307957,13.25,41943.767511000005
889,633,810,13,2.6907524987654323,12.0,39712.74572200001
890,622,826,13,2.6598149370460047,13.0,42012.957548
891,617,840,13,2.777465513095238,13.25,40663.073135
892,607,806,13,2.7412289801488834,13.0,38477.978539
893,640,835,13,2.8476456622754496,13.25,40572.103655
894,611,834,13,2.763904587529976,13.25,41943.708194
895,624,837,13,2.7862054563918757,13.25,41358.969174
896,660,869,13,2.795503406214039,13.25,41940.285386
897,618,819,13,2.76301335042735,13.25,40401.268913
898,624,848,13,2.84622735259434,13.25,41350.989398000005
899,618,846,13,2.707653192671395,11.666667,41726.318986
900,641,885,13,2.8240606237288137,13.25,43989.846362000004
901,630,818,13,2.8572199853300733,13.0,39925.110059000006
902,619,815,13,2.6784311926380373,13.0,40935.593291
903,642,858,13,2.754753114219114,13.0,41336.871017000005
904,615,829,13,2.883848389626056,13.0,40892.600629
905,614,808,13,2.6458313663366337,13.0,40506.824719000004
906,639,847,13,2.6994204580873675,13.25,40791.701862
907,616,818,13,2.6664056723716385,13.25,39957.993685
908,628,856,13,2.761999796728972,13.25,41213.028106000005
909,642,864,13,2.7520507187499996,13.25,41954.712346
910,627,802,13,2.7440560311720694,13.0,37648.747634
911,624,854,13,2.758824949648712,13.0,42187.513473
912,648,867,13,2.8603774175317183,13.0,42324.718672999996
913,621,851,13,2.8402929306697997,13.0,41336.26409900001
914,645,833,13,2.7674083853541416,11.666667,39667.484754000005
915,634,844,13,2.6910234715639816,13.25,42053.731076
916,628,846,13,2.7881032080378256,13.0,41630.185641000004
917,610,815,13,2.8310088588957054,13.0,39616.234324000005
918,628,836,13,2.624540992822967,13.0,41267.482666
919,643,875,13,2.764209070857143,13.0,43192.97183899999
920,624,821,13,2.6905061583434833,13.0,41483.568156
921,615,830,13,2.928788010843374,13.0,40299.673339
922,619,824,13,2.906909766990291,13.0,39584.415358000006
923,604,800,13,2.5832718249999997,13.0,39074.259137
924,616,832,13,2.6726629254807692,13.0,41467.778204
925,621,799,13,2.6010484317897373,13.25,38421.79311500001
926,612,780,13,2.734891126923077,13.25,39910.922159
927,604,852,13,2.7781480563380283,13.25,42252.961965
928,627,837,13,2.7641572305854245,13.25,40513.341385
929,630,846,13,2.724174920803782,13.25,40373.47966
930,627,842,13,2.8473131852731592,13.25,40816.068294
931,623,843,13,2.900540861209964,13.0,40892.749802000006
932,612,826,13,2.9044755738498784,13.25,41815.527013000006
933,634,830,13,2.7845907409638557,13.0,40877.497261
934,648,845,13,2.7662524591715973,13.25,41389.414948000005
935,639,876,13,2.851153325342466,12.0,42174.369842
936,620,807,13,2.7348213035935562,11.666667,40136.430135999995
937,614,818,13,2.7699378044009784,13.0,40134.828067
938,645,850,13,2.831589171764706,13.25,41257.980516
939,636,854,13,2.698067448477752,13.25,42720.991881
940,617,843,13,2.8804604650059313,13.25,43443.76171200001
941,633,834,13,2.696271076738609,13.0,42797.534415
942,612,804,13,2.716467267412935,13.25,39277.440058
943,606,830,13,2.758769842168675,13.25,40466.568231
944,618,835,13,2.7864851245508984,13.0,41545.832923
945,620,807,13,2.6941700582403962,13.25,40028.606046
946,632,829,13,2.716806917973462,13.0,39896.564711
947,627,858,13,2.7641289265734263,13.25,41921.679535
948,641,881,13,2.8231613586833144,13.25,41760.40625
949,611,818,13,2.7483666149144255,12.5,40199.679852
950,615,846,13,2.7471513936170213,13.0,41001.718218
951,625,836,13,2.9114044569377993,13.0,40868.23418100001
952,623,858,13,2.8806956934731933,13.0,41479.697833
953,630,859,13,2.7655616472642603,13.25,42658.57795100001
954,620,820,13,2.800997868292683,13.0,39728.913729
955,632,822,13,2.9361077335766423,13.0,39997.16511
956,618,845,13,2.7988175100591715,13.0,43228.81034000001
957,627,822,13,2.6173208004866177,13.0,39240.696287
958,626,853,13,2.7961322286049235,13.0,41904.596066
959,630,866,13,2.8225017355658197,13.0,41840.132521
960,648,854,13,2.7717487236533955,13.25,41177.040409
961,635,847,13,2.7091016800472256,13.0,41941.967135000006
962,618,825,13,2.7484747503030302,13.0,39326.790056000005
963,635,841,13,2.706009473246135,12.5,40537.867210000004
964,617,807,13,2.734375802973978,13.25,39217.98101
965,611,840,13,2.7384108095238098,13.0,40669.839061
966,595,797,13,2.8312117841907156,13.0,38303.10387100001
967,625,851,13,2.713756460634548,12.5,42760.710946
968,642,865,13,2.8201486346820808,13.0,42092.673644
969,628,844,13,2.8575951635071086,13.0,41400.578456
970,635,835,13,2.612679877844311,13.0,40710.383706
971,636,854,13,2.848219400468384,13.25,40825.251685
972,625,830,13,2.7212416277108438,13.0,40127.08736
973,619,814,13,2.7474386695331696,13.0,40145.842389
974,665,858,13,2.7554801643356646,13.0,41829.506436
975,637,864,13,2.6814755115740745,11.666667,41055.10814800001
976,613,826,13,2.7745094891041164,13.0,40993.748649
977,634,838,13,2.7553921813842486,13.25,41331.47829300001
978,605,829,13,2.842328681544029,13.25,40359.72910900001
979,619,807,13,2.9062646294919454,13.25,39532.100291
980,639,834,13,2.782886068345323,13.0,40679.171642
981,606,811,13,2.798936744759556,13.25,40415.546687
982,598,793,13,2.832349520807062,13.0,39002.49222
983,630,836,13,2.822493257177034,13.25,40913.256087
984,617,818,13,2.779914232273839,13.0,40756.241393000004
985,626,812,13,2.655404052955665,12.5,40645.611596999996
986,606,791,13,2.762826839443742,13.25,38707.058494
987,629,842,13,2.7117511152019,13.25,40712.353624
988,631,851,13,2.7425069494712098,13.0,42351.443271000004
989,626,845,13,2.8956306899408286,13.25,39837.941446
990,638,861,13,2.8554675226480835,13.25,43013.391059
991,619,816,13,2.7674788002450983,13.0,40069.608422000005
992,641,861,13,2.7546411475029036,13.0,41356.839875
993,626,877,13,2.8709683945267956,13.25,44052.111084000004
994,626,815,13,2.6944634331288344,12.0,40142.658646
995,633,847,13,2.82593138961039,13.0,41517.19769
996,620,828,13,2.7660421968599036,13.0,40732.551356
997,614,855,13,2.884721059649123,13.25,41915.072964000006
998,609,831,13,2.8399700096269553,13.25,41531.704328
999,640,872,13,2.905016745412844,13.25,41542.559299
1000,623,836,13,2.6984601662679424,13.0,41633.608449
